bbl,isndobbisviol,boro,bin,block,lot,issuedate,violationtypecode,violationnumber,housenumber,street,dispositiondate,dispositioncomments,devicenumber,description,ecbnumber,number,violationcategory,violationtype
2024610058,2373193,2,2002815,02461,00058,2019-07-24,E,9028/659514,180,E 164TH ST,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P593,,,V*072419E9028/659514,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610058,2373194,2,2002815,02461,00058,2019-07-24,E,9028/659515,180,E 164TH ST,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P594,,,V*072419E9028/659515,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,2386955,2,2002822,02461,00090,2019-09-06,ACC1,03587,1000,GR CONCOURSE,,,2P1637,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103587,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2024610090,2386956,2,2002822,02461,00090,2019-09-06,ACC1,03588,1000,GR CONCOURSE,,,2P1638,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103588,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
0024610090,2364479,B,2002822,02461,00090,2019-04-30,FISPNRF,00685,1000,GRAND CONCOURSE,,,8C807573,FAILED TO FILE FISP CYCLE 8C TECHNICAL REPORT BY 02/21/2019,,V043019FISPNRF00685,V-DOB VIOLATION - ACTIVE,FISPNRF-NO REPORT AND / OR LATE FILING (FACADE)                         FACADE  REQUIRED
2024610090,2485882,2,2002822,02461,00090,2019-07-30,E,9028/658161,1000,GR CONCOURSE,2020-09-16,"PPN203 A0C SUB ON 7/29/2020 BY:VERTICAL MAINT. RUDOLPH WECHSLER, CERT#218001",2P1638,,,V*073019E9028/658161,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,2373698,2,2002822,02461,00090,2019-07-30,E,9028/658162,1000,GR CONCOURSE,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P1637,,,V*073019E9028/658162,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024640023,2334370,2,2002849,02464,00023,2019-03-06,AEUHAZ1,00172,1235,GRAND CONCOURSE,2023-09-26,000810 PAID INVOICE 90786653,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35368810P,V*030619AEUHAZ100172,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2024960046,2386976,2,2003025,02496,00046,2019-09-06,ACC1,03607,1184,CROMWELL AVE,,,2P403,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103607,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2024960046,2399312,2,2003025,02496,00046,2019-10-01,RWNRF,00145,1184,CROMWELL AVENUE,2021-08-30,RW DOES NOT MEET LL37 REQUIREMENTS,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,,V*100119RWNRF00145,V*-DOB VIOLATION - DISMISSED,RWNRF-RETAINING WALL                                                  NONE
2028080012,2336812,2,2007683,02808,00012,2019-02-17,BENCH,00082,1939,GRAND CONCOURSE,,,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V021719BENCH00082,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE
2028270046,2386108,2,2007907,02827,00046,2019-09-06,ACC1,02757,1895,MORRIS AVE,,,2P1752,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC102757,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2028270046,2397661,2,2007907,02827,00046,2019-09-24,E,9028/662922,1895,MORRIS AVE,,,2P1752,,,V092419E9028/662922,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2028350026,2327746,2,2008010,02835,00026,2019-02-06,AEUHAZ1,00111,1505,GRAND CONCOURSE,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35359731M,V020619AEUHAZ100111,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2028350026,2398526,2,2008010,02835,00026,2019-10-01,E,9028/663081,1505,GR CONCOURSE,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P1934,,,V*100119E9028/663081,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2031560009,2426105,2,2013631,03156,00009,2019-11-27,AEUHAZ1,00204,2070,GRAND CONCOURSE,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38271282Z,V112719AEUHAZ100204,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2031560009,2387191,2,2013631,03156,00009,2019-09-06,ACC1,03816,2072,GR CONCOURSE,,,2P237,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103816,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2031600024,2387196,2,2013743,03160,00024,2019-09-06,ACC1,03821,2065,GR CONCOURSE,,,2P239,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103821,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2031600024,2399424,2,2013743,03160,00024,2019-10-01,RWNRF,00257,2065,GRAND CONCOURSE,2021-04-13,RW DOES NOT MEET LL37 REQUIREMENTS,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,,V*100119RWNRF00257,V*-DOB VIOLATION - DISMISSED,RWNRF-RETAINING WALL                                                  NONE
2032250094,2387236,2,2014941,03225,00094,2019-09-06,ACC1,03862,2300,LORING PL,,,2P535,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103862,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2032250094,1224785,2,2014941,03225,00094,2019-01-19,E,9027/641989,2300,LORING PL,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P535,,,V*011919E9027/641989,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2032500005,2429770,2,2015396,03250,00005,2019-12-11,AEUHAZ1,00235,2830,SEDGWICK AVENUE,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38271536J,V121119AEUHAZ100235,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2032500005,2387250,2,2015396,03250,00005,2019-09-06,ACC1,03876,2830,SEDGWICK AVE,,,2P911,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103876,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2032500005,2338419,2,2015396,03250,00005,2019-04-03,E,9027/651439,2830,SEDGWICK AVE,,,2P911,,,V040319E9027/651439,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2032530023,2399470,2,2015504,03253,00023,2019-10-01,RWNRF,00303,2704,KINGSBRIDGE TERRACE,2021-07-14,OK TO DISMISS AS PER B. HALKIADAKIS     R/W DOES NOT MEET LL37 REQUIREMENTS,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,,V*100119RWNRF00303,V*-DOB VIOLATION - DISMISSED,RWNRF-RETAINING WALL                                                  NONE
2032630007,2399485,2,2016000,03263,00007,2019-10-01,RWNRF,00318,3810,BAILEY AVENUE,,,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,,V100119RWNRF00318,V-DOB VIOLATION - ACTIVE,RWNRF-RETAINING WALL                                                  NONE
2032660090,2362237,2,2016127,03266,00090,2019-05-03,BENCH,00380,3044,ALBANY CRESCENT,2019-06-24,CONFIRMED SUBMISSION,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V*050319BENCH00380,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK                                            NONE
2033040035,2324865,2,2017135,03304,00035,2019-01-09,AEUHAZ1,00261,2720,GRAND CONCOURSE,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35360356H,V010919AEUHAZ100261,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2033040035,2429777,2,2017135,03304,00035,2019-12-11,AEUHAZ1,00242,2720,GRAND CONCOURSE,2021-02-12,000810 PAID INVOICE 90392702,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35452481P,V*121119AEUHAZ100242,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2033040035,2387310,2,2017135,03304,00035,2019-09-06,ACC1,03936,2720,GR CONCOURSE,,,2P1141,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103936,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2033040055,2399493,2,2017136,03304,00055,2019-10-01,RWNRF,00326,2701,VALENTINE AVENUE,2021-08-30,RW DOES NOT MEET LL37 REQUIREMENTS,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,,V*100119RWNRF00326,V*-DOB VIOLATION - DISMISSED,RWNRF-RETAINING WALL                                                  NONE
2033040055,1882556,2,2017136,03304,00055,2019-02-13,E,9027/646335,2701,VALENTINE AVE,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P1143,,,V*021319E9027/646335,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033140057,2387321,2,2017428,03314,00057,2019-09-06,ACC1,03946,2685,GR CONCOURSE,,,2P246,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103946,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2033140057,2329113,2,2017428,03314,00057,2019-02-22,E,9027/646837,2685,GR CONCOURSE,,,2P246,,,V022219E9027/646837,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2033190006,2410074,2,2017575,03319,00006,2019-11-08,LBLVIO,03704,105,EAST 198 STREET,2020-07-07,"CIAGVN DISMISSAL, FULL CIVIL PENALTY OF $1,000 PAID.INV#62184483,CK#2204-MO",00011154,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,,V*110819LBLVIO03704,V*-DOB VIOLATION - DISMISSED,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED
2033200060,2336835,2,2017622,03320,00060,2019-02-17,BENCH,00105,2922,GRAND CONCOURSE,,,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V021719BENCH00105,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE
2033200060,2387330,2,2017622,03320,00060,2019-09-06,ACC1,03955,2922,GR CONCOURSE,,,2P533,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103955,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2033280090,2387342,2,2017807,03328,00090,2019-09-06,ACC1,03966,3560,ROCHAMBEAU AVE,,,2P612,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103966,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2033280090,2387343,2,2017807,03328,00090,2019-09-06,ACC1,03967,3560,ROCHAMBEAU AVE,,,2P613,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103967,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2033280090,2331670,2,2017807,03328,00090,2019-03-06,E,9027/637356,3560,ROCHAMBEAU AVE,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P613,,,V*030619E9027/637356,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2033470010,2372314,2,2018349,03347,00010,2019-07-24,AEUHAZ1,00241,3260,PERRY AVENUE,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38269434X,V072419AEUHAZ100241,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2033470010,2396601,2,2018349,03347,00010,2019-09-19,AEUHAZ1,00207,3260,PERRY AVENUE,2020-04-03,MZX    62175308,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38270259X,V*091919AEUHAZ100207,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2033470010,2336837,2,2018349,03347,00010,2019-02-17,BENCH,00107,3260,PERRY AVENUE,,,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V021719BENCH00107,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE
2033470010,2387363,2,2018349,03347,00010,2019-09-06,ACC1,03987,3260,PERRY AVE,,,2P675,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103987,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2033470010,2334895,2,2018349,03347,00010,2019-03-19,E,9027/648246,3260,PERRY AVE,,,2P675,,,V031919E9027/648246,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2033560146,2350897,2,2018647,03356,00146,2019-05-16,AEUHAZ1,00505,3525,DECATUR AVENUE,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38267870N,V051619AEUHAZ100505,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2033560146,2387369,2,2018647,03356,00146,2019-09-06,ACC1,03993,3525,DECATUR AVE,,,2P1410,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC103993,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2037670077,2336840,2,2024877,03767,00077,2019-02-17,BENCH,00110,1225,WHITE PLAINS RD,,,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V021719BENCH00110,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE
2037670082,2387407,2,2024878,03767,00082,2019-09-06,ACC1,04030,1221,WHITE PLAINS RD,,,2P785,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC104030,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2037670082,2387408,2,2024878,03767,00082,2019-09-06,ACC1,04031,1221,WHITE PLAINS RD,,,2P786,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC104031,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2037670082,2371541,2,2024878,03767,00082,2019-07-17,E,9027/658577,1221,WHITE PLAINS RD,,,2P785,,,V071719E9027/658577,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670082,2371845,2,2024878,03767,00082,2019-07-19,E,9027/658586,1221,WHITE PLAINS RD,,,2P787,,,V071919E9027/658586,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2037670082,2371846,2,2024878,03767,00082,2019-07-19,E,9027/658587,1221,WHITE PLAINS RD,,,2P788,,,V071919E9027/658587,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2037920037,2362293,2,2025816,03792,00037,2019-05-03,BENCH,00436,1990,GLEASON AVENUE,2019-06-24,CONFIRMED SUBMISSION,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V*050319BENCH00436,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK                                            NONE
2039060001,2350909,2,2028349,03906,00001,2019-05-16,AEUHAZ1,00517,1110,WYATT STREET,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35254311P,V051619AEUHAZ100517,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2039060001,2401788,2,2028349,03906,00001,2019-10-17,AEUHAZ1,00529,1110,WYATT STREET,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38270293J,V101719AEUHAZ100529,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2039060001,2387423,2,2028349,03906,00001,2019-09-06,ACC1,04046,1110,WYATT ST,,,2P1527,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC104046,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2039060010,2387424,2,2028350,03906,00010,2019-09-06,ACC1,04047,1120,WYATT ST,,,2P1444,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC104047,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2039470001,2387428,2,2041215,03947,00001,2019-09-06,ACC1,04051,2141,STARLING AVE,,,2P904,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC104051,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2039470001,2376295,2,2041215,03947,00001,2019-08-17,E,9027/660489,2141,STARLING AVE,,,2P904,,,V081719E9027/660489,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,2376296,2,2041215,03947,00001,2019-08-17,E,9027/660490,2141,STARLING AVE,,,2P905,,,V081719E9027/660490,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,2376297,2,2041215,03947,00001,2019-08-17,E,9027/660491,2141,STARLING AVE,,,2P931,,,V081719E9027/660491,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470001,2376298,2,2041215,03947,00001,2019-08-17,E,9027/660492,2141,STARLING AVE,,,2P932,,,V081719E9027/660492,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2039470040,2336841,2,2041222,03947,00040,2019-02-17,BENCH,00111,2145,STARLING AVENUE,,,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V021719BENCH00111,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE
2042880045,2414874,2,2048797,04288,00045,2019-11-14,E,9027/665833,2125,HOLLAND AVE,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P1970,,,V*111419E9027/665833,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2043170040,2425062,2,2049375,04317,00040,2019-09-04,AEUHAZ1,00222,2185,BOLTON STREET,2019-11-29,ECB DISMISSED,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38270098Y,V*090419AEUHAZ100222,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2043170040,2425063,2,2049375,04317,00040,2019-09-04,AEUHAZ1,00223,2185,BOLTON STREET,2020-04-03,MZX    62175309,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38270099X,V*090419AEUHAZ100223,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2043480005,2401797,2,2050059,04348,00005,2019-10-17,AEUHAZ1,00538,2314,HOLLAND AVENUE,2023-09-12,000810 PAID INVOICE 90783899,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38270787J,V*101719AEUHAZ100538,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2043480005,2387494,2,2050059,04348,00005,2019-09-06,ACC1,04114,2310,HOLLAND AVE,,,2P2712,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC104114,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2043480005,2387495,2,2050059,04348,00005,2019-09-06,ACC1,04115,2310,HOLLAND AVE,,,2P2713,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC104115,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2043480005,2430792,2,2050059,04348,00005,2019-12-12,E,9027/667923,2310,HOLLAND AVE,,,2P2712,,,V121219E9027/667923,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2044270017,2350920,2,2051276,04427,00017,2019-05-16,AEUHAZ1,00528,2526,BRONX PARK EAST,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38267858K,V051619AEUHAZ100528,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2044270017,2431547,2,2051276,04427,00017,2019-12-21,E,9027/668833,2526,BRONX PARK EAST,,,2P640,,,V122119E9027/668833,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2045120011,2324592,2,2053705,04512,00011,2019-01-03,P,APL01OH,2726,WALLACE AVENUE,2019-01-31,SWO LIFT FOR PLUMBING WORK LAA 240155318 HAS BEEN SUPERSEDED BY NEW APPLICANT.,,THE DOB INTENDS TO REVOKE ALL APPROVALS AND PERMITS UNDER PLUMBING               LAA #240155318 DUE TO SUSPENSION OF MASTER PLUMBERS LICENSE. STOP ALL           PLUMBING WORK UNDER ABOVE MENTIONED PERMIT AND OBTAIN A NEW MASTER              PLUMBER TO SUPERSEDE THE PLUMBING PERMIT,,V*010319PAPL01OH,V*-DOB VIOLATION - DISMISSED,P-PLUMBING                                                        NONE
2057540090,2336852,2,2083557,05754,00090,2019-02-17,BENCH,00122,225,WEST 232 STREET,,,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V021719BENCH00122,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE
2057540090,2387579,2,2083557,05754,00090,2019-09-06,ACC1,04198,225,W 232 ST,,,2P1258,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC104198,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2057540090,2387580,2,2083557,05754,00090,2019-09-06,ACC1,04199,225,W 232 ST,,,2P1259,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC104199,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2057540090,2348731,2,2083557,05754,00090,2019-05-02,E,9027/652296,225,W 232 ST,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P1258,,,V*050219E9027/652296,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2057540090,2348724,2,2083557,05754,00090,2019-05-02,E,9027/652297,225,W 232 ST,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P1259,,,V*050219E9027/652297,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
