complaintnumber,status,dateentered,housenumber,zipcode,housestreet,bin,communityboard,specialdistrict,complaintcategory,unit,dispositiondate,dispositioncode,inspectiondate,dobrundate
3554710,CLOSED,2016-04-15,105,11238,LEFFERTS PLACE,3057679,302,,45,BKLYN,2016-09-16,C2,2016-09-16,2024-05-29
1596344,CLOSED,2022-03-30,558,10032,WEST 164 STREET,1062935,112,,7G,CSE,2022-03-30,A8,2022-03-30,2024-05-29
3837730,CLOSED,2022-03-30,67,11238,CLIFTON PLACE,3055601,302,,7J,RTEU,2022-05-16,L2,2022-05-16,2024-05-29
2333786,CLOSED,2022-03-31,225,10463,WEST 232 STREET,2083557,208,,6M,ELEVR,2022-04-01,A8,2022-03-31,2024-05-29
3837946,CLOSED,2022-04-01,67,11238,CLIFTON PLACE,3055601,302,,7G,CSE,2022-04-01,I2,2022-04-01,2024-05-29
3837763,CLOSED,2022-03-31,69,11238,CLIFTON PLACE,3055600,302,,7G,CSE,2022-04-01,I2,2022-04-01,2024-05-29
4876283,CLOSED,2022-04-05,105-38,11375,63 DRIVE,4432058,406,,6S,ELEVR,2022-04-18,I2,2022-04-15,2024-05-29
3838486,CLOSED,2022-04-05,1616,11213,PRESIDENT STREET,3037905,309,,7J,RTEU,2022-04-05,A8,2022-04-05,2024-05-29
4813254,CLOSED,2020-06-11,35-65,11372,85 STREET,4035838,403,,2N,CSE,2020-06-11,I2,2020-06-11,2024-05-29
2292433,CLOSED,2019-11-19,2922,10458,GRAND CONCOURSE,2017622,207,,6S,ELEVR,2019-12-18,H1,2019-12-18,2024-05-29
1471169,CLOSED,2018-01-30,301,10010,EAST 21 STREET,1020543,106,,59,ELCTR,2018-02-01,I2,2018-01-31,2024-05-29
2256619,CLOSED,2018-01-30,2704,10463,KINGSBRIDGE TERRACE,2015504,208,,91,ERT,2018-01-30,I2,2018-01-30,2024-05-29
1471223,CLOSED,2018-01-30,301,10010,EAST 21 STREET,1020543,106,,83,MAN.,2018-02-12,F1,2018-02-08,2024-05-29
4876916,ACTIVE,2022-04-12,81-11,11373,45 AVENUE,4038182,404,,2L,FISP,,,,2024-05-29
1634229,CLOSED,2023-04-15,142,10030,WEST 139 STREET,1060050,110,,58,BOILR,2023-04-18,A8,2023-04-18,2024-05-29
2334487,CLOSED,2022-04-14,2310,10467,HOLLAND AVENUE,2050059,211,,6M,ELEVR,2022-04-25,A8,2022-04-14,2024-05-29
1610110,CLOSED,2022-05-19,113,10002,HENRY STREET,1003554,103,,6V,OBM,2022-05-23,I3,2022-05-23,2024-05-29
2364017,CLOSED,2023-04-18,1227,10472,WHITE PLAINS ROAD,2024877,209,,45,Q-L,2023-04-25,I2,2023-04-25,2024-05-29
2334609,CLOSED,2022-04-18,1215,10472,WHITE PLAINS ROAD,2024878,209,,6S,ELEVR,2022-04-20,A8,2022-04-19,2024-05-29
2364391,CLOSED,2023-04-25,2300,10468,LORING PLACE,2014941,207,,6S,ELEVR,2023-05-24,A8,2023-05-23,2024-05-29
1635124,CLOSED,2023-04-26,301,10010,EAST 21 STREET,1020543,106,,6V,OBM,2023-04-26,I2,2023-04-25,2024-05-29
1598026,CLOSED,2022-04-20,105,10030,EDGECOMBE AVENUE,1060908,110,,6S,ELEVR,2022-05-17,A8,2022-05-12,2024-05-29
1635314,ACTIVE,2023-04-27,113,10002,HENRY STREET,1003554,103,,7K,RTEU,2023-09-11,C1,2023-09-11,2024-05-29
1635317,ACTIVE,2023-04-27,113,10002,HENRY STREET,1003554,103,,7K,RTEU,2023-09-11,C1,2023-09-11,2024-05-29
3902677,CLOSED,2023-04-27,69,11238,CLIFTON PLACE,3055600,302,,6V,OBM,2023-04-27,I2,2023-04-19,2024-05-29
3902678,CLOSED,2023-04-27,69,11238,CLIFTON PLACE,3055600,302,,6V,OBM,2023-04-27,I2,2023-04-19,2024-05-29
2364598,CLOSED,2023-04-28,1110,10460,WYATT STREET,2028349,206,,6S,ELEVR,2023-05-09,I2,2023-05-08,2024-05-29
2334813,CLOSED,2022-04-21,1235,10452,GRAND CONCOURSE,2002849,204,,81,ELEVR,2022-04-22,A1,2022-04-21,2024-05-29
3902895,CLOSED,2023-04-29,575,11213,HERKIMER STREET,3047981,303,,45,Q-L,2023-06-09,C2,2023-06-08,2024-05-29
3902899,CLOSED,2023-04-29,575,11213,HERKIMER STREET,3047981,303,,30,ERT,2023-05-02,C2,2023-05-02,2024-05-29
1610141,CLOSED,2022-05-20,630,10031,WEST 153 STREET,1062472,109,,6M,ELEVR,2022-06-24,I2,2022-06-02,2024-05-29
2364812,CLOSED,2023-05-01,16,10467,EAST 208 STREET,2017756,207,,30,ERT,2023-05-02,A8,2023-05-02,2024-05-29
4922760,CLOSED,2023-05-03,37-21,11372,80 STREET,4030008,403,,45,Q-L,2023-09-07,C2,2023-09-07,2024-05-29
2335064,CLOSED,2022-04-27,2720,10458,GRAND CONCOURSE,2017135,207,,73,BRONX,2022-06-22,I2,2022-06-15,2024-05-29
1636103,CLOSED,2023-05-05,216,10024,WEST 78 STREET,1030892,107,,6S,ELEVR,2023-05-15,A8,2023-05-15,2024-05-29
2365238,CLOSED,2023-05-08,1895,10453,MORRIS AVENUE,2007907,205,,6S,ELEVR,2023-06-21,A8,2023-06-20,2024-05-29
2365278,CLOSED,2023-05-08,1120,10460,WYATT STREET,2028350,206,,6S,ELEVR,2023-06-20,I2,2023-06-16,2024-05-29
1598682,CLOSED,2022-04-28,113,10002,HENRY STREET,1003554,103,,6V,OBM,2022-04-28,I3,2022-04-28,2024-05-29
1636333,CLOSED,2023-05-08,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2023-06-14,I2,2023-06-13,2024-05-29
3855286,CLOSED,2022-05-20,397,11203,EAST 49 STREET,3102099,317,,6V,OBM,2022-05-20,I2,2022-05-17,2024-05-29
1598754,CLOSED,2022-04-29,1207,10028,LEXINGTON AVENUE,1047584,108,,91,ERT,2022-04-30,I2,2022-04-29,2024-05-29
4923433,CLOSED,2023-05-10,37-21,11372,80 STREET,4030008,403,,09,QNS.,2023-05-11,A8,2023-05-11,2024-05-29
2301743,CLOSED,2020-06-12,1990,10472,GLEASON AVENUE,2025816,209,,54,BRONX,2020-07-02,A8,2020-07-01,2024-05-29
1599229,CLOSED,2022-05-08,301,10010,EAST 21 STREET,1020543,106,,58,BOILR,2022-08-02,I2,2022-08-02,2024-05-29
1636693,CLOSED,2023-05-12,640,10031,WEST 153 STREET,1062472,109,,6S,ELEVR,2023-05-26,H1,2023-05-26,2024-05-29
1636801,CLOSED,2023-05-15,640,10031,WEST 153 STREET,1062472,109,,6M,ELEVR,2023-05-26,H1,2023-05-26,2024-05-29
1636804,CLOSED,2023-05-15,640,10031,WEST 153 STREET,1062472,109,,6S,ELEVR,2023-05-26,H1,2023-05-26,2024-05-29
1636960,CLOSED,2023-05-16,640,10031,WEST 153 STREET,1062472,109,,6S,ELEVR,2023-05-31,A8,2023-05-31,2024-05-29
3905687,CLOSED,2023-05-17,182,11215,PROSPECT PARK WEST,3026545,306,,6V,OBM,2023-05-17,I2,2023-05-01,2024-05-29
2365908,CLOSED,2023-05-17,1939,10453,GRAND CONCOURSE,2007683,205,,1X,BRONX,2023-05-18,I2,2023-05-17,2024-05-29
3905808,ACTIVE,2023-05-18,182,11215,PROSPECT PARK WEST,3026545,306,,7K,RTEU,2023-11-28,C1,2023-11-28,2024-05-29
2365968,CLOSED,2023-05-18,1939,10453,GRAND CONCOURSE,2007683,205,,1X,BRONX,2023-06-26,C1,2023-06-23,2024-05-29
1545195,CLOSED,2020-06-14,630,10031,WEST 153 STREET,1062472,109,,6S,ELEVR,2020-06-14,A8,2020-06-14,2024-05-29
3906366,CLOSED,2023-05-22,552,11217,DEAN STREET,3027816,308,,30,ERT,2023-05-23,A8,2023-05-23,2024-05-29
3906513,CLOSED,2023-05-23,552,11217,DEAN STREET,3027816,308,,37,ERT,2023-05-24,A8,2023-05-24,2024-05-29
1637648,CLOSED,2023-05-23,235,10128,EAST 96 STREET,1052375,111,,1A,MAN.,2023-07-21,C2,2023-07-21,2024-05-29
4925291,ACTIVE,2023-05-24,78-06,11367,MAIN STREET,4451289,408,,7K,RTEU,2023-11-29,X1,2023-11-29,2024-05-29
1637723,CLOSED,2023-05-24,216,10024,WEST 78 STREET,1030892,107,,6S,ELEVR,2023-06-22,A8,2023-06-21,2024-05-29
4889987,CLOSED,2022-05-17,81-06,11372,34 AVENUE,4029194,403,,10,ERT,2022-05-17,I2,2022-05-17,2024-05-29
4889989,CLOSED,2022-05-17,81-06,11372,34 AVENUE,4029194,403,,88,CSE,2022-05-19,I2,2022-05-18,2024-05-29
2225668,CLOSED,2016-04-19,1235,10452,GRAND CONCOURSE,2002849,204,,88,BEST,2016-04-26,I2,2016-04-25,2024-05-29
3555210,CLOSED,2016-04-19,805,11213,ST MARKS AVENUE,3341622,308,,59,ELCTR,2016-04-20,K1,2016-04-20,2024-05-29
3555215,CLOSED,2016-04-19,805,11213,ST MARKS AVENUE,3341622,308,,23,SCFLD,2016-05-04,A8,2016-05-04,2024-05-29
4925435,CLOSED,2023-05-25,81-06,11372,34 AVENUE,4029194,403,,6S,ELEVR,2023-07-12,I2,2023-07-10,2024-05-29
1637808,CLOSED,2023-05-25,235,10128,EAST 96 STREET,1052375,111,,45,Q-L,2023-07-21,C2,2023-07-21,2024-05-29
3730786,CLOSED,2019-11-20,175,11225,HAWTHORNE STREET,3115582,309,,6S,ELEVR,2020-01-15,H1,2020-01-15,2024-05-29
2346332,CLOSED,2022-05-22,1215,10472,WHITEPLAINS ROAD,2024878,209,,6S,ELEVR,2022-05-31,A8,2022-05-26,2024-05-29
4926078,CLOSED,2023-06-01,119-37,11415,METROPOLITAN AVENUE,4192752,409,,1U,SPOPS,2023-06-01,I2,2023-06-01,2024-05-29
3907864,CLOSED,2023-06-02,140,11216,HERKIMER STREET,3053955,303,,45,Q-L,2023-08-16,C2,2023-08-16,2024-05-29
1638529,CLOSED,2023-06-02,335,10028,EAST 86 STREET,1050028,108,,1Y,EXEC,2023-08-22,I2,2023-08-22,2024-05-29
1638537,CLOSED,2023-06-02,558,10032,WEST 164 STREET,1062935,112,,73,MAN.,2023-06-02,A1,2023-05-22,2024-05-29
1610561,CLOSED,2022-05-25,113,10002,HENRY STREET,1003554,103,,04,ERT,2022-05-26,I2,2022-05-26,2024-05-29
1639006,CLOSED,2023-06-08,640,10031,WEST 153 STREET,1062472,109,,6M,ELEVR,2023-07-12,I2,2023-07-11,2024-05-29
2346623,CLOSED,2022-05-27,1221,10472,WHITE PLAINS ROAD,2024878,209,,6M,ELEVR,2022-05-31,I2,2022-05-27,2024-05-29
2367343,CLOSED,2023-06-10,2300,10468,LORING PLACE NORTH,2014941,207,,6S,ELEVR,2023-07-14,A8,2023-07-13,2024-05-29
2367368,CLOSED,2023-06-11,3525,10467,DECATUR AVENUE,2018647,207,,6S,ELEVR,2023-07-25,A8,2023-07-24,2024-05-29
1421729,CLOSED,2016-04-20,513,10009,EAST 13 STREET,1005262,103,,59,ELCTR,2016-04-26,C2,2016-04-26,2024-05-29
2367381,CLOSED,2023-06-11,3620,10463,OXFORD AVENUE,2124437,208,,6M,ELEVR,2023-08-03,I2,2023-08-03,2024-05-29
2367386,CLOSED,2023-06-12,1235,10452,GRAND CONCOURSE,2002849,204,,45,Q-L,2023-07-26,A8,2023-07-26,2024-05-29
2346685,CLOSED,2022-05-30,940,10451,GRAND CONCOURSE,2002814,204,,6S,ELEVR,2022-06-24,I2,2022-06-23,2024-05-29
4891259,CLOSED,2022-05-30,83-64,11415,TALBOT STREET,4080138,409,,6M,ELEVR,2022-06-15,I2,2022-06-08,2024-05-29
3909452,CLOSED,2023-06-13,1193,11213,EASTERN PARKWAY,3037373,308,,30,ERT,2023-06-14,A8,2023-06-14,2024-05-29
1640661,CLOSED,2023-06-14,105,10030,EDGECOMBE AVENUE,1060908,110,,7R,SPOPS,2023-07-11,AI,2023-07-07,2024-05-29
1640662,CLOSED,2023-06-14,105,10030,EDGECOMBE AVENUE,1060908,110,,7R,SPOPS,2023-07-11,AI,2023-07-07,2024-05-29
1640753,CLOSED,2023-06-14,558,10032,WEST 164 STREET,1062935,112,,7R,SPOPS,2023-07-05,AG,2023-06-30,2024-05-29
1640754,CLOSED,2023-06-14,558,10032,WEST 164 STREET,1062935,112,,7R,SPOPS,2023-07-03,AF,2023-06-30,2024-05-29
1640755,CLOSED,2023-06-14,558,10032,WEST 164 STREET,1062935,112,,7R,SPOPS,2023-07-03,AG,2023-06-30,2024-05-29
1640756,CLOSED,2023-06-14,558,10032,WEST 164 STREET,1062935,112,,7R,SPOPS,2023-07-05,AI,2023-06-30,2024-05-29
1640757,CLOSED,2023-06-14,558,10032,WEST 164 STREET,1062935,112,,7R,SPOPS,2023-07-03,AF,2023-06-30,2024-05-29
1611074,CLOSED,2022-06-02,640,10031,WEST 153 STREET,1062472,109,,23,CSE,2022-06-04,I2,2022-06-04,2024-05-29
3857296,CLOSED,2022-06-03,175,11225,HAWTHORNE STREET,3115582,309,,45,Q-L,2022-08-29,H1,2022-08-29,2024-05-29
4928039,ACTIVE,2023-06-14,119-37,11415,METROPOLITAN AVENUE,4192752,409,,7R,SPOPS,,,,2024-05-29
3915009,CLOSED,2023-06-17,805,11213,SAINT MARKS AVENUE,3341622,308,,37,ERT,2023-06-18,I2,2023-06-18,2024-05-29
2369685,CLOSED,2023-06-20,2685,10468,GRAND CONCOURSE,2017428,207,,6S,ELEVR,2023-07-28,A8,2023-07-27,2024-05-29
3915191,CLOSED,2023-06-20,175,11225,HAWTHORNE STREET,3115582,309,,90,OBM,2023-06-26,C4,2023-06-26,2024-05-29
3915338,CLOSED,2023-06-20,1193,11213,EASTERN PARKWAY,3037373,308,,30,ERT,2023-06-22,H1,2023-06-22,2024-05-29
1641297,CLOSED,2023-06-21,365,10019,WEST 50 STREET,1025173,104,,30,ERT,2023-06-22,A8,2023-06-22,2024-05-29
2301930,CLOSED,2020-06-16,2185,10462,BOLTON STREET,2049375,211,,74,BRONX,2020-09-14,C2,2020-09-11,2024-05-29
3915695,CLOSED,2023-06-22,1199,11213,EASTERN PARKWAY,3037372,308,,30,ERT,2023-06-23,C2,2023-06-23,2024-05-29
2369923,CLOSED,2023-06-22,1110,10460,WYATT STREET,2028349,206,,6S,ELEVR,2023-07-26,I2,2023-07-25,2024-05-29
2369924,CLOSED,2023-06-22,1110,10460,WYATT STREET,2028349,206,,37,ERT,2023-06-23,A8,2023-06-23,2024-05-29
2347206,CLOSED,2022-06-08,1225,10472,WHITE PLAINS ROAD,2024877,209,,6S,ELEVR,2022-07-20,H1,2022-07-20,2024-05-29
2347260,CLOSED,2022-06-09,960,10451,GRAND CONCOURSE,2002815,204,,23,CSE,2022-06-11,L1,2022-06-11,2024-05-29
1611637,CLOSED,2022-06-10,105,10030,EDGECOMBE AVENUE,1060908,110,,4A,SPOPS,2022-11-01,C2,2022-10-21,2024-05-29
3731124,CLOSED,2019-11-22,805,11213,ST MARKS AVENUE,3341622,308,,20,BKLYN,2019-11-25,I2,2019-11-25,2024-05-29
3858843,CLOSED,2022-06-13,397,11203,EAST 49 STREET,3102099,317,,6V,OBM,2022-06-14,I2,2022-06-14,2024-05-29
1528734,CLOSED,2019-11-22,220,10011,WEST 24 STREET,1014159,104,,05,MAN.,2019-11-23,I2,2019-11-23,2024-05-29
1528862,CLOSED,2019-11-24,267,10012,LAFAYETTE STREET,1007524,102,,05,MAN.,2019-12-10,L3,2019-12-09,2024-05-29
2347506,CLOSED,2022-06-14,1221,10472,WHITE PLAINS ROAD,2024878,209,,6M,ELEVR,2022-06-14,I2,2022-06-14,2024-05-29
2347517,CLOSED,2022-06-14,150,10452,EAST 165 STREET,2002873,204,,58,BOILR,2022-06-15,A8,2022-06-14,2024-05-29
2301986,CLOSED,2020-06-17,2065,10453,GRAND CONCOURSE,2013743,205,,30,ERT,2020-06-17,I2,2020-06-17,2024-05-29
1545403,CLOSED,2020-06-17,372,10010,2 AVENUE,1020543,106,,4G,MAN.,2020-06-17,A8,2020-06-16,2024-05-29
2256877,CLOSED,2018-02-05,1235,10452,GRAND CONCOURSE,2002849,204,,94,PLUMB,2018-02-21,I2,2018-02-20,2024-05-29
3731454,CLOSED,2019-11-25,777,11213,SAINT MARKS AVENUE,3324476,308,,91,ERT,2019-12-26,L2,2019-12-26,2024-05-29
2292834,CLOSED,2019-11-26,3260,10467,PERRY AVENUE,2018349,207,,6S,ELEVR,2020-01-21,H1,2020-01-21,2024-05-29
2292861,CLOSED,2019-11-26,2720,10458,GRAND CONCOURSE,2017135,207,,6S,ELEVR,2019-12-06,H1,2019-12-06,2024-05-29
2292866,CLOSED,2019-11-26,2720,10458,GRANDCONCOURSE,2017135,207,,6M,ELEVR,2019-12-06,H1,2019-12-06,2024-05-29
1471653,CLOSED,2018-02-05,301,10010,EAST 21 STREET,1020543,106,,59,ELCTR,2018-02-06,I2,2018-02-06,2024-05-29
1471658,CLOSED,2018-02-05,301,10010,EAST 21 STREET,1020543,106,,45,MAN.,2018-02-12,I2,2018-02-08,2024-05-29
1471659,CLOSED,2018-02-05,301,10010,EAST 21 STREET,1020543,106,,45,MAN.,2018-03-01,C4,2018-02-28,2024-05-29
1471661,CLOSED,2018-02-05,301,10010,EAST 21 STREET,1020543,106,,2A,MAN.,2018-02-12,I2,2018-02-08,2024-05-29
1471666,CLOSED,2018-02-05,301,10010,EAST 21 STREET,1020543,106,,59,ELCTR,2018-02-06,I2,2018-02-06,2024-05-29
1642527,CLOSED,2023-07-06,321,10010,EAST 22 STREET,1020570,106,,6V,OBM,2023-07-06,I2,2023-06-29,2024-05-29
1545645,CLOSED,2020-06-19,1274,10029,5 AVENUE,1051595,111,,6V,OBM,2020-06-19,I2,2020-06-16,2024-05-29
1545664,CLOSED,2020-06-19,336,10025,WEST 95 STREET,1034185,107,,6Y,OBM,2020-06-19,I3,2020-06-18,2024-05-29
1545666,CLOSED,2020-06-19,838,10025,WEST END AVENUE,1056493,107,,6Y,OBM,2020-06-19,I2,2020-06-18,2024-05-29
2302208,CLOSED,2020-06-20,2300,10468,LORING PLACE NORTH,2014941,207,,6S,ELEVR,2020-07-07,A8,2020-07-07,2024-05-29
4930529,CLOSED,2023-07-08,37-21,11372,80 STREET,4030008,403,,30,ERT,2023-07-10,I2,2023-07-10,2024-05-29
2292923,CLOSED,2019-11-27,225,10463,WEST 232 STREET,2083557,208,,31,BRONX,2021-04-09,Y2,2021-04-06,2024-05-29
1529277,CLOSED,2019-11-29,214,10011,WEST 24 STREET,1014159,104,,5H,OBM,2019-11-29,I3,2019-11-29,2024-05-29
2292976,CLOSED,2019-11-29,2720,10458,GRAND CONCOURSE,2017135,207,,6M,ELEVR,2019-12-06,H1,2019-12-06,2024-05-29
2292977,CLOSED,2019-11-29,2720,10458,GRANDCONCOURSE,2017135,207,,6M,ELEVR,2019-12-06,I2,2019-12-06,2024-05-29
3637447,CLOSED,2018-02-06,224,11211,SOUTH 3 STREET,3063299,301,,05,BKLYN,2018-02-20,I2,2018-02-16,2024-05-29
1471720,CLOSED,2018-02-06,103,10034,SEAMAN AVENUE,1064964,112,,45,MAN.,2018-02-14,I2,2018-02-12,2024-05-29
1471721,CLOSED,2018-02-06,103,10034,SEAMAN AVENUE,1064964,112,,05,MAN.,2018-04-06,I2,2018-04-05,2024-05-29
2371372,CLOSED,2023-07-09,3260,10467,PERRY AVENUE,2018349,207,,6S,ELEVR,2023-08-31,I2,2023-08-31,2024-05-29
2302262,CLOSED,2020-06-22,2131,10462,STARLING AVENUE,2041215,209,,6S,ELEVR,2020-07-20,A8,2020-07-17,2024-05-29
3917880,CLOSED,2023-07-10,190,11211,SOUTH 8 STREET,3059628,301,,4A,SPOPS,2023-09-27,C2,2023-09-27,2024-05-29
2302284,CLOSED,2020-06-22,2147,10462,STARLING AVENUE,2041222,209,,45,Q-L,2021-03-18,A8,2021-03-17,2024-05-29
1529412,CLOSED,2019-12-02,1201,10028,LEXINGTON AVENUE,1047585,108,,5H,OBM,2019-12-02,I2,2019-12-02,2024-05-29
1642851,CLOSED,2023-07-11,321,10010,EAST 22 STREET,1020570,106,,5G,OBM,2023-08-10,L2,2023-08-04,2024-05-29
1642853,CLOSED,2023-07-11,321,10010,EAST 22 STREET,1020570,106,,6V,OBM,2023-07-11,A8,2023-06-29,2024-05-29
1529490,CLOSED,2019-12-02,45,10014,GROVE STREET,1083532,102,,4B,SEP,2019-12-13,I2,2019-12-06,2024-05-29
1642854,CLOSED,2023-07-11,321,10010,EAST 22 STREET,1020570,106,,5G,OBM,2023-08-10,L2,2023-08-04,2024-05-29
1642855,CLOSED,2023-07-11,321,10010,EAST 22 STREET,1020570,106,,6V,OBM,2023-08-10,L2,2023-08-04,2024-05-29
1642864,CLOSED,2023-07-11,321,10010,EAST 22 STREET,1020570,106,,6W,OBM,2023-07-11,A8,2023-06-29,2024-05-29
1529576,CLOSED,2019-12-03,220,10011,WEST 24 STREET,1014159,104,,09,MAN.,2019-12-09,I2,2019-12-09,2024-05-29
2293172,CLOSED,2019-12-04,1110,10460,WYATT STREET,2028349,206,,1L,PLUMB,2020-01-16,C2,2020-01-15,2024-05-29
2347739,CLOSED,2022-06-20,940,10451,GRAND CONCOURSE,2002814,204,,6S,ELEVR,2022-07-28,I2,2022-07-28,2024-05-29
2293235,CLOSED,2019-12-05,2131,10462,STARLING AVENUE,2041215,209,,6S,ELEVR,2019-12-09,A8,2019-12-09,2024-05-29
2293239,CLOSED,2019-12-05,2526,10467,BRONX PARK EAST,2051276,211,,6S,ELEVR,2020-02-03,A8,2020-02-01,2024-05-29
1643044,CLOSED,2023-07-13,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2023-09-11,H1,2023-09-11,2024-05-29
3732890,CLOSED,2019-12-05,805,11213,ST MARKS AVENUE,3341622,308,,6V,OBM,2019-12-26,L2,2019-12-19,2024-05-29
3732893,CLOSED,2019-12-05,1159,11225,PRESIDENT STREET,3033223,309,,6V,OBM,2019-12-05,I2,2019-12-05,2024-05-29
3733049,CLOSED,2019-12-06,805,11213,ST MARKS AVENUE,3341622,308,,86,OBM,2019-12-10,I2,2019-12-10,2024-05-29
4798352,CLOSED,2019-12-06,35-21,11372,81 STREET,4029695,403,,49,SPOPS,2022-02-01,A8,2022-01-21,2024-05-29
2291954,CLOSED,2019-11-08,2720,10458,GRAND CONCOURSE,2017135,207,,6S,ELEVR,2019-12-06,H1,2019-12-06,2024-05-29
2293332,CLOSED,2019-12-06,2720,10458,GRAND CONCOURSE,2017135,207,,6M,ELEVR,2019-12-11,H1,2019-12-11,2024-05-29
2293335,CLOSED,2019-12-06,2720,10458,GRAND CONCOURSE,2017135,207,,6S,ELEVR,2019-12-11,H1,2019-12-11,2024-05-29
2302656,CLOSED,2020-06-29,2300,10468,LORING PLACE NORTH,2014941,207,,6S,ELEVR,2020-08-04,H1,2020-08-04,2024-05-29
2293462,CLOSED,2019-12-10,2720,10458,GRAND CONCOURSE,2017135,207,,6M,ELEVR,2019-12-31,H1,2019-12-31,2024-05-29
2302663,CLOSED,2020-06-30,1939,10453,GRAND CONCOURSE,2007683,205,,23,CSE,2020-07-01,I2,2020-06-30,2024-05-29
3733850,CLOSED,2019-12-11,805,11213,ST MARKS AVENUE,3341622,308,,5G,OBM,2019-12-12,I2,2019-12-11,2024-05-29
3734022,CLOSED,2019-12-11,805,11213,ST MARKS AVENUE,3341622,308,,5G,OBM,2019-12-16,A8,2019-12-11,2024-05-29
4931500,CLOSED,2023-07-17,34-45,11358,FRANCIS LEWIS BOULEVARD,4135129,411,,31,QNS.,2024-02-27,I2,2024-02-27,2024-05-29
3758147,CLOSED,2020-07-01,415,11238,WASHINGTON AVENUE,3056061,302,,2N,CSE,2020-07-01,I2,2020-07-01,2024-05-29
1643444,CLOSED,2023-07-18,225,10011,WEST 23 STREET,1014148,104,,23,CSE,2023-07-19,I2,2023-07-19,2024-05-29
2302873,CLOSED,2020-07-03,2720,10458,GRAND CONCOURSE,2017135,207,,6S,ELEVR,2020-08-21,A8,2020-08-21,2024-05-29
2293718,CLOSED,2019-12-14,1225,10472,WHITEPLAINS ROAD,2024877,209,,6S,ELEVR,2020-02-13,H1,2020-02-13,2024-05-29
2302908,CLOSED,2020-07-05,3569,10467,DEKALB AVENUE,2017838,207,,45,Q-L,2021-03-16,C2,2021-03-16,2024-05-29
2302924,CLOSED,2020-07-06,3569,10467,DEKALB AVENUE,2017838,207,,59,ELCTR,2020-09-23,C2,2020-09-23,2024-05-29
1546812,CLOSED,2020-07-06,220,10011,WEST 24 STREET,1014159,104,,2N,CSE,2020-07-06,I2,2020-07-06,2024-05-29
1546813,CLOSED,2020-07-06,225,10011,WEST 23 STREET,1014148,104,,2N,CSE,2020-07-06,I2,2020-07-06,2024-05-29
3734779,CLOSED,2019-12-16,175,11225,HAWTHORNE STREET,3115582,309,,58,BOILR,2019-12-19,I2,2019-12-19,2024-05-29
1530925,CLOSED,2019-12-16,301,10010,EAST 21 STREET,1020543,106,,37,ERT,2019-12-17,I2,2019-12-17,2024-05-29
1530927,CLOSED,2019-12-16,301,10010,EAST 21 STREET,1020543,106,,37,ERT,2019-12-17,I2,2019-12-17,2024-05-29
1530928,CLOSED,2019-12-16,301,10010,EAST 21 STREET,1020543,106,,37,ERT,2019-12-17,I2,2019-12-17,2024-05-29
4931828,CLOSED,2023-07-20,37-21,11372,80 STREET,4030008,403,,4A,SPOPS,2023-09-15,C4,2023-09-15,2024-05-29
1530945,CLOSED,2019-12-17,1274,10029,5 AVENUE,1051595,111,,6S,ELEVR,2019-12-17,I2,2019-12-17,2024-05-29
1643598,CLOSED,2023-07-20,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2023-09-11,H1,2023-09-11,2024-05-29
1546868,CLOSED,2020-07-06,225,10011,WEST 23 STREET,1014148,104,,2N,CSE,2020-07-07,I2,2020-07-07,2024-05-29
1546914,CLOSED,2020-07-07,225,10011,WEST 23 STREET,1014148,104,,2N,CSE,2020-07-07,I2,2020-07-07,2024-05-29
2372586,CLOSED,2023-07-21,2720,10458,GRAND CONCOURSE,2017135,207,,6M,ELEVR,2023-09-19,I2,2023-09-18,2024-05-29
2303086,CLOSED,2020-07-08,940,10451,GRAND CONCOURSE,2002814,204,,73,BEST,2020-07-08,A8,2020-07-08,2024-05-29
2372735,CLOSED,2023-07-24,940,10451,GRAND CONCOURSE,2002814,204,,6S,ELEVR,2023-08-17,I2,2023-08-13,2024-05-29
1547136,CLOSED,2020-07-09,225,10011,WEST 23 STREET,1014148,104,,2N,CSE,2020-07-09,I2,2020-07-09,2024-05-29
3735295,CLOSED,2019-12-20,805,11213,ST MARKS AVENUE,3341622,308,,5G,OBM,2020-01-14,L2,2020-01-14,2024-05-29
3735296,CLOSED,2019-12-20,805,11213,ST MARKS AVENUE,3341622,308,,5G,OBM,2020-01-14,L2,2020-01-14,2024-05-29
3735297,CLOSED,2019-12-20,805,11213,ST MARKS AVENUE,3341622,308,,5G,OBM,2020-01-14,L2,2019-12-30,2024-05-29
2294038,CLOSED,2019-12-20,2720,10458,GRAND CONCOURSE,2017135,207,,6M,ELEVR,2019-12-31,H1,2019-12-31,2024-05-29
2294050,CLOSED,2019-12-20,1221,10472,WHITE PLAINS ROAD,2024878,209,,6M,ELEVR,2020-02-11,A8,2020-02-11,2024-05-29
1547233,CLOSED,2020-07-10,1274,10029,5 AVENUE,1051595,111,,6V,OBM,2020-07-10,I2,2020-07-09,2024-05-29
2372805,CLOSED,2023-07-25,2701,10458,VALENTINE AVENUE,2017136,207,,31,BRONX,2023-08-31,I2,2023-08-29,2024-05-29
