bin,violationissuedate,violationnumber,violationtype,violationremarks,violationstatus,devicenumber,devicetype,cycleenddate,borough,block,lot,housenumber,street,city,state,zip,bbl,postcode,latitude,longitude,communityboard,councildistrict,censustract2020,neighborhoodtabulationareanta2020
3063299,1997-02-10,021097LL629123352,LL6291,,Active,30000103053N0001,Boiler,1995-12-31,Brooklyn,2433,15,224,SOUTH    3 STREET,New York,New York,,3024330015,11211,40.711136,-73.958775,301,34,523,Williamsburg
4135129,2023-06-30,063023LBLVIO41137,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2021 EXTERNAL LOW PRESSURE INSPECTION,Active,40000161671Y0003,Boiler,2021-12-31,Queens,6077,51,34-43,FRANCIS LEWIS BOULEVARD,New York,New York,,4060770051,11358,40.765568,-73.789208,411,19,1099,Auburndale
1005262,2023-11-14,VIO-FTC-BE-EXT-201812-0004804,FTC-BE-EXT-LP,Violation Issued-Failure To File 2018 External Inspection Affirmation of Correction for LP Device,Active,10000021918Y0001,Boiler,2018-12-31,Manhattan,407,54,513,EAST 13 STREET,New York,New York,,1004070054,10009,40.729391,-73.98004,103,2,34,East Village
2048797,2018-01-26,012618ACC104940,ACC1,,Active,2P1970,Elevator,2016-12-31,Bronx,4288,45,2125,HOLLAND AVENUE,New York,New York,,2042880045,10462,40.853846,-73.865783,211,13,22404,Pelham Parkway-Van Nest
2008010,2023-10-23,VIO-FTC-VT-CAT1-201912-0003493,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,2P847,Elevator,2019-12-31,Bronx,2835,26,1505,GRAND CONCOURSE,New York,New York,,2028350026,10452,40.841216,-73.912614,204,16,209,Mount Eden-Claremont (West)
1062935,2023-08-11,VIO-FTF-VT-CAT1-202212-0000087,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Report,Active,1P10293,Elevator,2022-12-31,Manhattan,2122,105,558,WEST 164 STREET,New York,New York,,1021220105,10032,40.838014,-73.940731,112,10,245,Washington Heights (South)
2050059,2023-10-23,VIO-FTC-VT-CAT1-202112-0000051,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P2712,Elevator,2021-12-31,Bronx,4348,5,2310,HOLLAND AVENUE,New York,New York,,2043480005,10467,40.859978,-73.865564,211,13,330,Allerton
2083557,2023-10-23,VIO-FTC-VT-CAT1-202212-0012210,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P1259,Elevator,2022-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
2002815,2023-10-02,VIO-FTC-VT-PER-202212-0011339,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P594,Elevator,2022-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
1047700,1997-02-10,021097LL629106486,LL6291,,Active,10000907629Y0001,Boiler,1995-12-31,Manhattan,1513,124,153,EAST 84 STREET,New York,New York,,1015130124,10028,40.777989,-73.956069,108,4,14801,Upper East Side-Carnegie Hill
2017135,2019-09-06,090619ACC103936,ACC1,,Active,2P1141,Elevator,2017-12-31,Bronx,3304,35,2720,GRAND CONCOURSE,New York,New York,,2033040035,10458,40.867585,-73.893215,207,15,40302,Bedford Park
1004255,2004-02-13,021304LL629106676,LL6291,,Dismissed,10000913006Y0001,Boiler,2003-12-31,Manhattan,350,35,158,STANTON STREET,New York,New York,,1003500035,10002,40.720408,-73.985021,103,2,3001,Lower East Side
2002849,2001-03-08,030801LL108101627,LL1081,,Active,2P121,Elevator,2000-12-31,Bronx,2464,23,1235,GRAND CONCOURSE,New York,New York,,2024640023,10452,40.835466,-73.916785,204,16,197,Concourse-Concourse Village
2002815,2019-09-06,090619ACC103583,ACC1,,Active,2P593,Elevator,2017-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
1062935,2019-09-06,090619ACC103415,ACC1,,Active,1P10293,Elevator,2017-12-31,Manhattan,2122,105,558,WEST 164 STREET,New York,New York,,1021220105,10032,40.838014,-73.940731,112,10,245,Washington Heights (South)
2124437,2023-10-02,VIO-FTC-VT-PER-202212-0014622,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P11354,Elevator,2022-12-31,Bronx,5796,117,3620,OXFORD AVENUE,New York,New York,,2057960117,10463,40.886967,-73.908554,208,11,295,Riverdale-Spuyten Duyvil
2017622,2006-01-06,010606LL629106700,LL6291,,Active,20000011379Y0001,Boiler,2005-12-31,Bronx,3320,60,2922,GRAND CONCOURSE,New York,New York,,2033200060,10458,40.871519,-73.888627,207,14,40702,Bedford Park
1047584,2009-01-01,010109LL629101318,LL6291,,Active,10000035707N0001,Boiler,2008-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2024878,2023-10-23,VIO-FTC-VT-CAT1-202212-0004499,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P785,Elevator,2022-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
4432058,2023-10-23,VIO-FTC-VT-CAT1-201912-0002169,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Dismissed,4P2160,Elevator,2019-12-31,Queens,2148,1,105-38,63 DRIVE,New York,New York,,4021480001,11375,40.733298,-73.850961,406,29,743,Forest Hills
2028349,2023-10-23,VIO-FTC-VT-CAT1-202112-0006457,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P1527,Elevator,2021-12-31,Bronx,3906,1,1110,WYATT STREET,New York,New York,,2039060001,10460,40.839306,-73.877301,206,15,60,West Farms
3039108,2009-12-31,123109LBLVIO11418,LBLVIO,,Active,30000062428Y0001,Boiler,2009-11-15,Brooklyn,1454,22,2044,BERGEN STREET,New York,New York,,3014540022,11233,40.674056,-73.912664,316,41,36501,Ocean Hill
2024878,2023-10-23,VIO-FTC-VT-CAT1-202012-0010238,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P787,Elevator,2020-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
2003025,2023-10-02,VIO-FTC-VT-PER-202212-0012118,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P403,Elevator,2022-12-31,Bronx,2496,46,1184,CROMWELL AVENUE,New York,New York,,2024960046,10452,40.835492,-73.922639,204,16,197,Concourse-Concourse Village
2008010,2023-10-23,VIO-FTC-VT-CAT1-202212-0000251,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P1934,Elevator,2022-12-31,Bronx,2835,26,1505,GRAND CONCOURSE,New York,New York,,2028350026,10452,40.841216,-73.912614,204,16,209,Mount Eden-Claremont (West)
1005262,2007-01-19,011907LL629100799,LL6291,,Dismissed,10000021918Y0001,Boiler,2006-12-31,Manhattan,407,54,513,EAST 13 STREET,New York,New York,,1004070054,10009,40.729391,-73.98004,103,2,34,East Village
2002814,2003-03-21,032103LL108101460,LL1081,,Active,2P633,Elevator,2002-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2002814,2003-03-21,032103LL108101460,LL1081,,Active,2P634,Elevator,2002-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2008010,2023-10-23,VIO-FTC-VT-CAT1-201912-0000894,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,2P1934,Elevator,2019-12-31,Bronx,2835,26,1505,GRAND CONCOURSE,New York,New York,,2028350026,10452,40.841216,-73.912614,204,16,209,Mount Eden-Claremont (West)
2124437,2018-01-26,012618ACC109143,ACC1,,Active,2P11354,Elevator,2016-12-31,Bronx,5796,117,3620,OXFORD AVENUE,New York,New York,,2057960117,10463,40.886967,-73.908554,208,11,295,Riverdale-Spuyten Duyvil
2049375,2023-10-23,VIO-FTC-VT-CAT1-202212-0007157,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P1656,Elevator,2022-12-31,Bronx,4317,40,2185,BOLTON STREET,New York,New York,,2043170040,10462,40.8559,-73.868667,211,13,22401,Pelham Parkway-Van Nest
2002814,2023-10-02,VIO-FTC-VT-PER-202212-0012070,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P635,Elevator,2022-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2083557,2001-02-27,022701LL629112004,LL6291,,Active,20000015557Y0001,Boiler,2000-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
2115902,2023-10-23,VIO-FTC-VT-CAT1-201912-0002266,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,2P11533,Elevator,2019-12-31,Bronx,2940,40,1779,SOUTHERN BOULEVARD,New York,New York,,2029400040,10460,40.83784,-73.887495,203,15,155,Crotona Park East
1060908,2023-10-02,VIO-FTC-VT-PER-202212-0012964,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,1P15971,Elevator,2022-12-31,Manhattan,2048,25,105,EDGECOMBE AVENUE,New York,New York,,1020480025,10030,40.819948,-73.945849,110,9,22102,Harlem (North)
2002822,2014-05-15,051514LBLVIO07616,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Active,20000016137Y0001,Boiler,2012-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
2002849,2023-10-02,VIO-FTC-VT-PER-202212-0003607,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P1213,Elevator,2022-12-31,Bronx,2464,23,1235,GRAND CONCOURSE,New York,New York,,2024640023,10452,40.835466,-73.916785,204,16,197,Concourse-Concourse Village
2002815,2023-10-23,VIO-FTC-VT-CAT1-202112-0005502,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P592,Elevator,2021-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
1047584,1998-05-04,050498LL629101979,LL6291,,Active,10000035707N0001,Boiler,1997-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
4135129,2023-04-25,042523LBLVIO23724,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2022 INSPECTION REPORT,Active,40000161671N0002,Boiler,2022-12-31,Queens,6077,51,34-43,FRANCIS LEWIS BOULEVARD,New York,New York,,4060770051,11358,40.765568,-73.789208,411,19,1099,Auburndale
2014942,2000-02-07,020700LL629111156,LL6291,,Active,20000927666Y0001,Boiler,1999-12-31,Bronx,3225,98,2312,LORING PLACE,New York,New York,,2032250098,10468,40.861916,-73.908231,207,14,255,University Heights (North)-Fordham
2002815,2018-01-26,012618ACC104444,ACC1,,Active,2P593,Elevator,2016-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
3078694,2002-03-26,032602LL629120702,LL6291,,Active,30000058291Y0001,Boiler,2001-12-31,Brooklyn,3406,57,1229,HALSEY STREET,New York,New York,,3034060057,11237,40.693356,-73.907745,304,37,437,Bushwick (East)
2002815,2019-09-06,090619ACC103582,ACC1,,Active,2P592,Elevator,2017-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
1047584,2023-06-20,062023LBLVIO26882,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2019 EXTERNAL LOW PRESSURE INSPECTION,Active,10000035707N0001,Boiler,2019-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
1041795,2015-10-01,100115LBLVIO01152,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2014 INSPECTION REPORT,Active,10000049074Y0002,Boiler,2014-12-31,Manhattan,1391,13,19,EAST 76 STREET,New York,New York,,1013910013,10021,40.774585,-73.964043,108,4,130,Upper East Side-Carnegie Hill
2008010,2023-10-02,VIO-FTC-VT-PER-202212-0000345,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P1934,Elevator,2022-12-31,Bronx,2835,26,1505,GRAND CONCOURSE,New York,New York,,2028350026,10452,40.841216,-73.912614,204,16,209,Mount Eden-Claremont (West)
1050029,1994-03-18,031894LL629113231,LL6291,,Active,,Boiler,1993-12-31,Manhattan,1549,17,337,EAST 86 STREET,New York,New York,,1015490017,10028,40.777344,-73.950458,108,5,14602,Upper East Side-Yorkville
2012842,1994-06-09,060994LL629100875,LL6291,,Active,20000013742Y0001,Boiler,1993-12-31,Bronx,3102,43,2343,PROSPECT AVENUE,New York,New York,,2031020043,10458,40.85266,-73.883244,206,15,393,Belmont
2002814,2004-11-19,111904LL108101595,LL1081,,Active,2P633,Elevator,2004-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2048797,2023-08-11,VIO-FTF-VT-CAT1-201812-0000293,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Report,Active,2P1970,Elevator,2018-12-31,Bronx,4288,45,2125,HOLLAND AVENUE,New York,New York,,2042880045,10462,40.853846,-73.865783,211,13,22404,Pelham Parkway-Van Nest
1030892,2023-10-23,VIO-FTC-VT-CAT1-202212-0012700,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,1P25119,Elevator,2022-12-31,Manhattan,1169,40,214,WEST 78 STREET,New York,New York,,1011690040,10024,40.782702,-73.979403,107,6,163,Upper West Side (Central)
2017807,2017-01-03,010317ACC104970,ACC1,,Active,2P613,Elevator,2015-12-31,Bronx,3328,90,3556,ROCHAMBEAU AVENUE,New York,New York,,2033280090,10467,40.882762,-73.878913,207,11,43101,Norwood
2002849,2002-02-19,021902LL108101865,LL1081,,Active,2P1213,Elevator,2001-12-31,Bronx,2464,23,1235,GRAND CONCOURSE,New York,New York,,2024640023,10452,40.835466,-73.916785,204,16,197,Concourse-Concourse Village
2014276,2023-11-14,VIO-FTC-BE-EXT-202112-0002412,FTC-BE-EXT-LP,Violation Issued-Failure To File 2021 External Inspection Affirmation of Correction for LP Device,Active,20000930127Y0001,Boiler,2021-12-31,Bronx,3198,76,12,WEST 184 STREET,New York,New York,,2031980076,10468,40.860729,-73.903005,207,14,239,Fordham Heights
2008010,2023-10-02,VIO-FTC-VT-PER-202212-0006267,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P847,Elevator,2022-12-31,Bronx,2835,26,1505,GRAND CONCOURSE,New York,New York,,2028350026,10452,40.841216,-73.912614,204,16,209,Mount Eden-Claremont (West)
2007907,2023-10-23,VIO-FTC-VT-CAT1-202212-0005243,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P1752,Elevator,2022-12-31,Bronx,2827,46,1895,MORRIS AVENUE,New York,New York,,2028270046,10453,40.849458,-73.9081,205,14,23301,Mount Hope
2002822,2003-03-21,032103LL108101462,LL1081,,Active,2P1637,Elevator,2002-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
1052375,2023-08-25,VIO-FTF-VT-PER-202212-0003717,FTF-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Report,Active,1P35356,Elevator,2022-12-31,Manhattan,1646,7501,1865,2 AVENUE,New York,New York,,1016467501,10029,40.784355,-73.947023,111,8,15602,East Harlem (South)
3041227,2006-01-06,010606LL629119826,LL6291,,Active,30000939466Y0001,Boiler,2005-12-31,Brooklyn,1519,16,276,MARION STREET,New York,New York,,3015190016,11233,40.680894,-73.918554,303,41,379,Bedford-Stuyvesant (East)
1005262,2023-11-14,VIO-FTC-BE-EXT-202012-0006084,FTC-BE-EXT-LP,Violation Issued-Failure To File 2020 External Inspection Affirmation of Correction for LP Device,Active,10000021918Y0001,Boiler,2020-12-31,Manhattan,407,54,513,EAST 13 STREET,New York,New York,,1004070054,10009,40.729391,-73.98004,103,2,34,East Village
2002814,2001-03-08,030801LL108101623,LL1081,,Active,2P633,Elevator,2000-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
3102099,1997-09-16,091697LL6291235091,LL6291,,Dismissed,30000069269Y0001,Boiler,1996-12-31,Brooklyn,4675,45,397,EAST   49 STREET,New York,New York,,3046750045,11203,40.652365,-73.931451,317,41,868,East Flatbush-Rugby
2002815,2023-10-02,VIO-FTC-VT-PER-202212-0013477,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P591,Elevator,2022-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
3115582,2016-11-14,111416ACC106378,ACC1,,Dismissed,3P4845,Elevator,2014-12-31,Brooklyn,5043,71,165,HAWTHORNE STREET,New York,New York,,3050430071,11225,40.657567,-73.954844,309,40,802,Prospect Lefferts Gardens-Wingate
2017807,2023-10-23,VIO-FTC-VT-CAT1-202112-0000740,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P612,Elevator,2021-12-31,Bronx,3328,90,3556,ROCHAMBEAU AVENUE,New York,New York,,2033280090,10467,40.882762,-73.878913,207,11,43101,Norwood
2012842,2000-02-07,020700LL629110834,LL6291,,Active,20000013742Y0001,Boiler,1999-12-31,Bronx,3102,43,2343,PROSPECT AVENUE,New York,New York,,2031020043,10458,40.85266,-73.883244,206,15,393,Belmont
1047585,1995-08-29,082995LL629100654,LL6291,,Active,10000007757Y0001,Boiler,1994-12-31,Manhattan,1510,53,1201,LEXINGTON AVENUE,New York,New York,,1015100053,10028,40.776559,-73.957716,108,4,140,Upper East Side-Carnegie Hill
1050029,2023-06-30,063023LBLVIO25595,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2021 EXTERNAL LOW PRESSURE INSPECTION,Active,10000045873Y0001,Boiler,2021-12-31,Manhattan,1549,17,337,EAST 86 STREET,New York,New York,,1015490017,10028,40.777344,-73.950458,108,5,14602,Upper East Side-Yorkville
2002814,2019-09-06,090619ACC103580,ACC1,,Active,2P635,Elevator,2017-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2028349,2019-09-06,090619ACC104046,ACC1,,Active,2P1527,Elevator,2017-12-31,Bronx,3906,1,1110,WYATT STREET,New York,New York,,2039060001,10460,40.839306,-73.877301,206,15,60,West Farms
2015504,2023-11-14,VIO-FTC-BE-EXT-201912-0005487,FTC-BE-EXT-LP,Violation Issued-Failure To File 2019 External Inspection Affirmation of Correction for LP Device,Active,20000013127Y0001,Boiler,2019-12-31,Bronx,3253,23,2704,KINGSBRIDGE TERRACE,New York,New York,,2032530023,10463,40.870794,-73.903891,208,14,273,Kingsbridge Heights-Van Cortlandt Village
2017135,2023-10-23,VIO-FTC-VT-CAT1-202112-0006636,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P1141,Elevator,2021-12-31,Bronx,3304,35,2720,GRAND CONCOURSE,New York,New York,,2033040035,10458,40.867585,-73.893215,207,15,40302,Bedford Park
2015396,2007-01-19,011907LL629107168,LL6291,,Active,20000013118Y0001,Boiler,2006-12-31,Bronx,3250,5,2830,SEDGWICK AVENUE,New York,New York,,2032500005,10468,40.873035,-73.901953,208,14,26702,Kingsbridge Heights-Van Cortlandt Village
2002815,2019-09-06,090619ACC103581,ACC1,,Active,2P591,Elevator,2017-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
2002814,2023-10-23,VIO-FTC-VT-CAT1-201912-0006514,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,2P635,Elevator,2019-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
1004255,2005-01-31,013105LL629106470,LL6291,,Dismissed,10000913006Y0001,Boiler,2004-12-31,Manhattan,350,35,158,STANTON STREET,New York,New York,,1003500035,10002,40.720408,-73.985021,103,2,3001,Lower East Side
2002822,2023-10-23,VIO-FTC-VT-CAT1-201812-0012202,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Affirmation of Correction,Active,2P1637,Elevator,2018-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
3041227,1994-07-25,072594LL629105036,LL6291,,Active,30000939466Y0001,Boiler,1993-12-31,Brooklyn,1519,16,276,MARION STREET,New York,New York,,3015190016,11233,40.680894,-73.918554,303,41,379,Bedford-Stuyvesant (East)
3053953,2006-01-06,010606LL629110694,LL6291,,Active,30000039298Y0001,Boiler,2005-12-31,Brooklyn,1867,21,132,HERKIMER STREET,New York,New York,,3018670021,11216,40.679583,-73.948743,303,36,247,Bedford-Stuyvesant (West)
2041215,2019-09-06,090619ACC104051,ACC1,,Active,2P904,Elevator,2017-12-31,Bronx,3947,1,2131,STARLING AVENUE,New York,New York,,2039470001,10462,40.836175,-73.854048,209,18,222,Parkchester
4432058,2023-10-23,VIO-FTC-VT-CAT1-202012-0000961,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Dismissed,4P2159,Elevator,2020-12-31,Queens,2148,1,105-38,63 DRIVE,New York,New York,,4021480001,11375,40.733298,-73.850961,406,29,743,Forest Hills
2083557,2019-09-06,090619ACC104198,ACC1,,Active,2P1258,Elevator,2017-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
2007683,2023-10-23,VIO-FTC-VT-CAT1-202112-0007607,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P1902,Elevator,2021-12-31,Bronx,2808,12,1939,GRAND CONCOURSE,New York,New York,,2028080012,10453,40.850427,-73.905229,205,14,23501,Mount Hope
2051276,2014-05-15,051514LBLVIO08515,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Active,20000014216Y0001,Boiler,2012-12-31,Bronx,4427,17,2526,BRONX PARK EAST,New York,New York,,2044270017,10467,40.863773,-73.870401,211,15,33202,Allerton
1047584,2002-03-26,032602LL629104662,LL6291,,Active,10000035707N0001,Boiler,2001-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2028349,2003-03-19,031903LL629111082,LL6291,,Active,20000012220Y0001,Boiler,2002-12-31,Bronx,3906,1,1110,WYATT STREET,New York,New York,,2039060001,10460,40.839306,-73.877301,206,15,60,West Farms
3102099,2015-10-01,100115LBLVIO06811,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2014 INSPECTION REPORT,Dismissed,30000069269Y0001,Boiler,2014-12-31,Brooklyn,4675,45,397,EAST   49 STREET,New York,New York,,3046750045,11203,40.652365,-73.931451,317,41,868,East Flatbush-Rugby
2051276,2023-10-23,VIO-FTC-VT-CAT1-202212-0004383,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P640,Elevator,2022-12-31,Bronx,4427,17,2526,BRONX PARK EAST,New York,New York,,2044270017,10467,40.863773,-73.870401,211,15,33202,Allerton
2002815,2023-10-23,VIO-FTC-VT-CAT1-202212-0009412,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P593,Elevator,2022-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
1052375,2023-08-11,VIO-FTF-VT-CAT1-201812-0006897,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Report,Active,1P35356,Elevator,2018-12-31,Manhattan,1646,7501,1865,2 AVENUE,New York,New York,,1016467501,10029,40.784355,-73.947023,111,8,15602,East Harlem (South)
2051276,2018-01-26,012618ACC104987,ACC1,,Active,2P640,Elevator,2016-12-31,Bronx,4427,17,2526,BRONX PARK EAST,New York,New York,,2044270017,10467,40.863773,-73.870401,211,15,33202,Allerton
2014513,2023-04-25,042523LBLVIO09500,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2022 INSPECTION REPORT,Active,20000168068Y0001,Boiler,2022-12-31,Bronx,3208,19,2237,GRAND AVENUE,New York,New York,,2032080019,10453,40.858138,-73.906251,205,14,251,University Heights (South)-Morris Heights
1050029,1995-08-29,082995LL629109807,LL6291,,Active,,Boiler,1994-12-31,Manhattan,1549,17,337,EAST 86 STREET,New York,New York,,1015490017,10028,40.777344,-73.950458,108,5,14602,Upper East Side-Yorkville
2049375,2004-04-21,042104LL108102146,LL1081,,Active,2P1656,Elevator,2003-12-31,Bronx,4317,40,2185,BOLTON STREET,New York,New York,,2043170040,10462,40.8559,-73.868667,211,13,22401,Pelham Parkway-Van Nest
1047584,2015-03-03,030315LBLVIO02167,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2013 INSPECTION REPORT,Active,10000035707N0001,Boiler,2013-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2017135,2023-10-23,VIO-FTC-VT-CAT1-202012-0007562,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P1141,Elevator,2020-12-31,Bronx,3304,35,2720,GRAND CONCOURSE,New York,New York,,2033040035,10458,40.867585,-73.893215,207,15,40302,Bedford Park
